CSIsym,Date,Open,High,Low,Close,Volume,Open Interest,Contract,Seasonality,TR1,TR2,TR3,TR,Multiplier,Contract Value,ATR20,USD ATR,Target volatility,Account Size,QTY,% Change,Daily P&L,Risk On,Risk Off,Prev 1,Anti Prev 1,Prev 5,Low Eq,High Eq,Anti HE,Anti 50,Sea,Anti Sea,OTF Tile,OTF PnL,Anti PnL,Bench Close
ES,20171212,2666,2673,2663.25,2667.75,1659061,2527944,201803,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.75
ES,20171213,2667.75,2675.5,2659.25,2669,1565803,2844874,201803,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669
ES,20171214,2668.5,2673.5,2651.75,2656,1467120,2940089,201803,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2656
ES,20171215,2652.75,2683.25,2652.5,2682,1410847,2928463,201803,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682
ES,20171218,2683,2698,2682.5,2694.5,1040769,2967731,201803,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694.5
ES,20171219,2695,2698,2682.5,2684,980483,2969224,201803,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684
ES,20171220,2684.75,2695.5,2679,2681.5,981223,2999594,201803,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.5
ES,20171221,2681.5,2696,2680.75,2687.75,853748,3007612,201803,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687.75
ES,20171222,2686.75,2691.5,2682.25,2686,654510,3035200,201803,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686
ES,20171226,2686.75,2689.5,2683.5,2687,376101,3038366,201803,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687
ES,20171227,2687.5,2691,2681.5,2685.5,666329,3023788,201803,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.5
ES,20171228,2684,2689,2683,2685.75,535624,3013748,201803,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.75
ES,20171229,2684.75,2698.25,2667.75,2676,1092038,2989056,201803,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676
ES,20180102,2675.25,2696,2674.5,2693,996265,3017744,201803,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693
ES,20180103,2693.75,2714.25,2692.25,2711,1114548,3064592,201803,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711
ES,20180104,2710.25,2729,2708.5,2723.75,1166017,3107934,201803,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.75
ES,20180105,2725,2743.25,2723.75,2742.5,1136500,3144990,201803,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.5
ES,20180108,2741.75,2748.5,2736.5,2746.75,903544,3168055,201803,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746.75
ES,20180109,2746.5,2760,2742.75,2752.25,1137598,3190900,201803,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752.25
ES,20180110,2749.75,2752,2736.5,2750.5,1289898,3203452,201803,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.5
ES,20180111,2750,2770.5,2747.75,2769.5,1045414,3198069,201803,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769.5
ES,20180112,2768.75,2790,2766.75,2788.75,1298480,3198069,201803,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788.75
